datetime,open,high,low,close,volume
2026-06-03 03:00:00,1.16281,1.16295,1.16264,1.16277,1975
2026-06-03 04:00:00,1.16276,1.16282,1.16244,1.16256,1417
2026-06-03 05:00:00,1.16256,1.16271,1.16187,1.16188,2566
2026-06-03 06:00:00,1.16188,1.16224,1.16124,1.16164,5784
2026-06-03 07:00:00,1.16164,1.16244,1.16129,1.16162,6582
2026-06-03 08:00:00,1.16162,1.16168,1.16051,1.16082,6007
2026-06-03 09:00:00,1.16082,1.1616,1.1608,1.16136,4676
2026-06-03 10:00:00,1.16136,1.1623,1.16128,1.16161,6644
2026-06-03 11:00:00,1.16162,1.16226,1.16154,1.16179,3975
2026-06-03 12:00:00,1.1618,1.16187,1.15968,1.16005,6632
2026-06-03 13:00:00,1.16006,1.16064,1.15974,1.1603,8387
2026-06-03 14:00:00,1.1603,1.16124,1.15949,1.16124,12680
2026-06-03 15:00:00,1.16124,1.1613,1.16026,1.16048,9119
2026-06-03 16:00:00,1.1605,1.1605,1.15952,1.16002,6088
2026-06-03 17:00:00,1.16004,1.16036,1.15969,1.15984,3029
2026-06-03 18:00:00,1.15985,1.16,1.15954,1.15984,2844
2026-06-03 19:00:00,1.15982,1.16011,1.15972,1.15981,2408
2026-06-03 20:00:00,1.15982,1.16006,1.1597,1.15986,1679
2026-06-03 21:00:00,1.15998,1.16013,1.15976,1.15989,1041
2026-06-03 22:00:00,1.15993,1.16124,1.15946,1.1606,1944
2026-06-03 23:00:00,1.16061,1.16108,1.16016,1.1609,2051
2026-06-04 00:00:00,1.1609,1.16126,1.16055,1.16068,4014
2026-06-04 01:00:00,1.16068,1.16102,1.16039,1.16096,3611
2026-06-04 02:00:00,1.16098,1.16113,1.16064,1.16101,2188
2026-06-04 03:00:00,1.161,1.16101,1.16026,1.1606,1739
2026-06-04 04:00:00,1.16061,1.16132,1.1604,1.16098,2281
2026-06-04 05:00:00,1.16098,1.16106,1.16052,1.16098,2611
2026-06-04 06:00:00,1.16098,1.1615,1.16072,1.16108,4362
2026-06-04 07:00:00,1.16106,1.16128,1.15986,1.1604,5144
2026-06-04 08:00:00,1.1604,1.16142,1.16037,1.16133,5632
2026-06-04 09:00:00,1.16132,1.16284,1.16132,1.16258,5827
2026-06-04 10:00:00,1.16258,1.16342,1.16253,1.16305,4677
2026-06-04 11:00:00,1.16306,1.16455,1.16304,1.16418,7081
2026-06-04 12:00:00,1.16418,1.16452,1.16345,1.1637,7375
