entry_time,exit_time,direction,setup,choch_type,entry_price,sl_price,tp1_price,tp2_price,tp1_source,tp2_source,exit_price,exit_reason,tp1_hit,pnl_r,pnl_pct,session,liquidity_sweep
2025-10-29 01:10:00+00:00,2025-11-04 09:10:00+00:00,bearish,continuation,CHoCH_internal_bear,1100.49,1149.05005,725.02,534.27,EQL,EQL,946.77,MAX_HOLD,False,3.166,3.166,other,False
2025-10-29 06:15:00+00:00,2025-11-04 14:15:00+00:00,bearish,continuation,CHoCH_internal_bear,1108.84,1149.050883,725.02,534.27,EQL,EQL,943.31,MAX_HOLD,False,4.117,4.117,other,False
2025-10-29 07:35:00+00:00,2025-11-04 15:35:00+00:00,bearish,continuation,CHoCH_internal_bear,1116.13,1149.051613,725.02,534.27,EQL,EQL,961.35,MAX_HOLD,False,4.701,4.701,london,False
2025-10-29 10:45:00+00:00,2025-11-04 18:05:00+00:00,bearish,continuation,CHoCH_internal_bear,1113.36,1149.05126,725.02,534.27,EQL,EQL,925.86,MAX_HOLD,False,5.253,5.253,other,False
2025-10-30 02:10:00+00:00,2025-11-05 10:10:00+00:00,bearish,continuation,CHoCH_internal_bear,1113.25,1149.051324,725.02,534.27,EQL,EQL,942.54,MAX_HOLD,False,4.768,4.768,other,False
2025-10-30 04:10:00+00:00,2025-11-05 12:10:00+00:00,bearish,continuation,CHoCH_internal_bear,1113.6,1149.05136,725.02,534.27,EQL,EQL,945.62,MAX_HOLD,False,4.738,4.738,other,False
2025-10-30 09:00:00+00:00,2025-11-05 17:00:00+00:00,bearish,continuation,CHoCH_internal_bear,1113.18,1149.051319,725.02,534.27,EQL,EQL,963.04,MAX_HOLD,False,4.186,4.186,london,False
2025-10-31 09:05:00+00:00,2025-11-06 17:05:00+00:00,bearish,continuation,CHoCH_internal_bear,1096.6,1129.65966,725.02,534.27,EQL,EQL,936.89,MAX_HOLD,False,4.831,4.831,london,False
2026-01-19 01:40:00+00:00,2026-01-25 09:00:00+00:00,bearish,continuation,CHoCH_internal_bear,920.05,953.331826,821.21,818.613333,EQL,EQL,879.19,MAX_HOLD,False,1.228,1.228,other,False
2026-06-17 18:05:00+00:00,2026-06-17 18:45:00+00:00,bearish,continuation,CHoCH_internal_bear,603.03,609.250303,582.27,559.755556,EQL,EQL,609.250303,SL,False,-1.0,-1.0,other,False
2026-06-16 19:05:00+00:00,2026-06-20 00:00:00+00:00,bearish,continuation,CHoCH_internal_bear,606.42,606.42,582.27,559.755556,EQL,EQL,580.77,EOD,True,2.15,2.15,other,False
2026-06-16 21:30:00+00:00,2026-06-20 00:00:00+00:00,bearish,continuation,CHoCH_internal_bear,606.63,606.63,582.27,559.755556,EQL,EQL,580.77,EOD,True,2.208,2.208,other,True
